gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
ACTG1,17,81509971,81523847,13877,-,ENSG00000184009,ACTG1,protein_coding,chromosome,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144],ENSG00000184009.12,0.2931255952043106,10.783979497950513,0,0.9999999723674727,1,FALSE
IDS,X,149476988,149521096,44109,-,ENSG00000010404,IDS,protein_coding,chromosome,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],ENSG00000010404.18,-0.173059344405468,8.525229079908103,0,0.999999972447667,1,FALSE
BNIP1,5,173144442,173164387,19946,+,ENSG00000113734,BNIP1,protein_coding,chromosome,BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082],ENSG00000113734.17,-0.2701952693809715,2.1312381406494048,0,0.9999999724499957,1,FALSE
SLC25A28,10,99610522,99620609,10088,-,ENSG00000155287,SLC25A28,protein_coding,chromosome,solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472],ENSG00000155287.11,-0.15172010203233555,4.613446350717674,0,0.9999999724886681,1,FALSE
UBE2V2,8,48008415,48064708,56294,+,ENSG00000169139,UBE2V2,protein_coding,chromosome,ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495],ENSG00000169139.12,-0.37232025282325587,4.918623375282341,0,0.9999999726295383,1,FALSE
ZNF37BP,10,42513510,42552822,39313,-,ENSG00000234420,ZNF37BP,transcribed_processed_pseudogene,chromosome,"zinc finger protein 37B, pseudogene [Source:HGNC Symbol;Acc:HGNC:13103]",ENSG00000234420.7,-0.198958831771189,4.291293941028784,0,0.99999997266523,1,FALSE
ARL16,17,81681174,81683924,2751,-,ENSG00000214087,ARL16,protein_coding,chromosome,ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902],ENSG00000214087.8,-0.08760823026754982,2.9877444478337694,0,0.9999999726671367,1,FALSE
TTC32,2,19896631,19901983,5353,-,ENSG00000183891,TTC32,protein_coding,chromosome,tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954],ENSG00000183891.6,-0.2358351419549214,2.884618991267536,0,0.9999999726764054,1,FALSE
FOXP1,3,70952817,71583993,631177,-,ENSG00000114861,FOXP1,protein_coding,chromosome,forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823],ENSG00000114861.21,-0.4673565095809904,6.334838510243717,0,0.9999999727141895,1,FALSE
RXYLT1,12,63779842,63809562,29721,+,ENSG00000118600,RXYLT1,protein_coding,chromosome,ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530],ENSG00000118600.12,-0.29043973099268605,2.9010032770922503,0,0.9999999728057394,1,FALSE
DNAL4,22,38778508,38794198,15691,-,ENSG00000100246,DNAL4,protein_coding,chromosome,dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955],ENSG00000100246.13,-0.24818907880514196,2.718667294806533,0,0.9999999728340373,1,FALSE
CLDN15,7,101232092,101238820,6729,-,ENSG00000106404,CLDN15,protein_coding,chromosome,claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036],ENSG00000106404.13,0.17206922480306286,3.6707517422352836,0,0.9999999728822351,1,FALSE
CGRRF1,14,54509812,54539292,29481,+,ENSG00000100532,CGRRF1,protein_coding,chromosome,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528],ENSG00000100532.12,-0.4061905377003048,3.0211993383731954,0,0.9999999729053138,1,FALSE
MRPL19,2,75646783,75690851,44069,+,ENSG00000115364,MRPL19,protein_coding,chromosome,mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052],ENSG00000115364.14,-0.0682050352566348,4.193468602102393,0,0.9999999729188644,1,FALSE
SNAPC4,9,136375577,136400168,24592,-,ENSG00000165684,SNAPC4,protein_coding,chromosome,small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137],ENSG00000165684.4,0.3517695192585615,3.5025776241062028,0,0.9999999731297844,1,FALSE
POLR3E,16,22297375,22335101,37727,+,ENSG00000058600,POLR3E,protein_coding,chromosome,RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347],ENSG00000058600.16,-0.3194019052242183,4.494500923490341,0,0.9999999731600657,1,FALSE
ZGPAT,20,63707465,63736142,28678,+,ENSG00000197114,ZGPAT,protein_coding,chromosome,zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948],ENSG00000197114.11,0.24064184100016295,4.674044915532878,0,0.9999999732257067,1,FALSE
FDX1,11,110429948,110464884,34937,+,ENSG00000137714,FDX1,protein_coding,chromosome,ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638],ENSG00000137714.3,-0.22305979202617454,3.7775006011942676,0,0.9999999734008419,1,FALSE
ZNF292,6,87152833,87265943,113111,+,ENSG00000188994,ZNF292,protein_coding,chromosome,zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410],ENSG00000188994.13,0.103950708256356,6.029652007917624,0,0.9999999734014189,1,FALSE
TSR2,X,54440404,54448032,7629,+,ENSG00000158526,TSR2,protein_coding,chromosome,TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455],ENSG00000158526.8,-0.36262784554321215,4.600480751375209,0,0.99999997359418,1,FALSE
PCCB,3,136250340,136337896,87557,+,ENSG00000114054,PCCB,protein_coding,chromosome,propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654],ENSG00000114054.14,0.17764807081297596,3.7489023578517173,0,0.9999999736066795,1,FALSE
IKBIP,12,98613405,98645113,31709,-,ENSG00000166130,IKBIP,protein_coding,chromosome,IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430],ENSG00000166130.15,-0.01910489418647998,5.25850146783199,0,0.9999999737467322,1,FALSE
EIF2S3,X,24054946,24078810,23865,+,ENSG00000130741,EIF2S3,protein_coding,chromosome,eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267],ENSG00000130741.11,-0.3254466506893374,7.569140498524253,0,0.9999999738307022,1,FALSE
SWI5,9,128275379,128316123,40745,+,ENSG00000175854,SWI5,protein_coding,chromosome,SWI5 homologous recombination repair protein [Source:HGNC Symbol;Acc:HGNC:31412],ENSG00000175854.12,0.06284023957140539,2.579908722079406,0,0.9999999739868206,1,FALSE
PARL,3,183829271,183884933,55663,-,ENSG00000175193,PARL,protein_coding,chromosome,presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253],ENSG00000175193.13,-0.21049363679974764,4.847079860102275,0,0.9999999740000033,1,FALSE
WDR82,3,52254434,52288020,33587,-,ENSG00000164091,WDR82,protein_coding,chromosome,WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826],ENSG00000164091.12,-0.5002185226015774,7.736167633493488,0,0.999999974001904,1,FALSE
WDR7,18,56651343,57036606,385264,+,ENSG00000091157,WDR7,protein_coding,chromosome,WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490],ENSG00000091157.13,-0.22953708493852876,5.080640462940332,0,0.9999999740298543,1,FALSE
RNF44,5,176526712,176538025,11314,-,ENSG00000146083,RNF44,protein_coding,chromosome,ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180],ENSG00000146083.12,-0.12332380017510669,7.198718300274775,0,0.9999999740502115,1,FALSE
ZNF585A,19,37106734,37172741,66008,-,ENSG00000196967,ZNF585A,protein_coding,chromosome,zinc finger protein 585A [Source:HGNC Symbol;Acc:HGNC:26305],ENSG00000196967.10,-0.26641562345371295,3.816717457429247,0,0.9999999740788563,1,FALSE
TPRA1,3,127571232,127598267,27036,-,ENSG00000163870,TPRA1,protein_coding,chromosome,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413],ENSG00000163870.16,0.16124867328247205,3.985479094064982,0,0.9999999741573018,1,FALSE
RHOT2,16,668105,674174,6070,+,ENSG00000140983,RHOT2,protein_coding,chromosome,ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169],ENSG00000140983.14,-0.10684796719559664,5.397882977675158,0,0.9999999743758815,1,FALSE
LRRC8A,9,128882112,128918039,35928,+,ENSG00000136802,LRRC8A,protein_coding,chromosome,leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027],ENSG00000136802.11,0.19726375236204596,4.8863939224465875,0,0.999999974594578,1,FALSE
FER,5,108747841,109196841,449001,+,ENSG00000151422,FER,protein_coding,chromosome,FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655],ENSG00000151422.13,0.06788397585516037,3.235950595222692,0,0.9999999745953738,1,FALSE
AGAP2,12,57723761,57742157,18397,-,ENSG00000135439,AGAP2,protein_coding,chromosome,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",ENSG00000135439.11,0.3554157523668122,6.068884626938353,0,0.9999999747620563,1,FALSE
CYLD,16,50742050,50801935,59886,+,ENSG00000083799,CYLD,protein_coding,chromosome,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584],ENSG00000083799.17,-0.31504944885713826,7.804129330457315,0,0.9999999748271038,1,FALSE
EMC9,14,24138959,24141591,2633,-,ENSG00000100908,EMC9,protein_coding,chromosome,ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273],ENSG00000100908.14,0.23474629125543744,2.8567900706179166,0,0.9999999755819282,1,FALSE
LONP2,16,48244300,48363122,118823,+,ENSG00000102910,LONP2,protein_coding,chromosome,"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]",ENSG00000102910.14,0.1368617547658344,6.166103824444746,0,0.9999999756631633,1,FALSE
DYNLRB1,20,34516409,34540958,24550,+,ENSG00000125971,DYNLRB1,protein_coding,chromosome,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468],ENSG00000125971.16,0.24022486540588162,5.924586794967397,0,0.999999975663313,1,FALSE
MAGT1,X,77826364,77895593,69230,-,ENSG00000102158,MAGT1,protein_coding,chromosome,magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880],ENSG00000102158.19,-0.21356279327374494,6.228716255059187,0,0.9999999757950133,1,FALSE
SLC9A9,3,143265222,143848485,583264,-,ENSG00000181804,SLC9A9,protein_coding,chromosome,solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653],ENSG00000181804.15,0.03762850549318664,4.24445040372736,0,0.9999999760467911,1,FALSE
CFAP20,16,58113592,58129381,15790,-,ENSG00000070761,CFAP20,protein_coding,chromosome,cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523],ENSG00000070761.8,-0.4979765446263573,3.6566191904430867,0,0.9999999761236407,1,FALSE
DEDD,1,161120974,161132688,11715,-,ENSG00000158796,DEDD,protein_coding,chromosome,death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755],ENSG00000158796.17,0.3317037695337133,5.76393955584989,0,0.9999999762310962,1,FALSE
AFMID,17,78187317,78207701,20385,+,ENSG00000183077,AFMID,protein_coding,chromosome,arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910],ENSG00000183077.15,0.17313340820113865,2.3522324824742005,0,0.9999999762407689,1,FALSE
MRPL55,1,228106679,228109312,2634,-,ENSG00000162910,MRPL55,protein_coding,chromosome,mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686],ENSG00000162910.19,0.037470946856246634,2.9889949034104624,0,0.999999976354514,1,FALSE
PCBP2,12,53452102,53481162,29061,+,ENSG00000197111,PCBP2,protein_coding,chromosome,poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648],ENSG00000197111.15,-0.40347404169851764,9.032092198505707,0,0.9999999764235994,1,FALSE
SFR1,10,104122058,104126385,4328,+,ENSG00000156384,SFR1,protein_coding,chromosome,SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol;Acc:HGNC:29574],ENSG00000156384.14,-0.3814210688772932,2.5905141811066885,0,0.999999976471843,1,FALSE
NT5C,17,75130225,75131757,1533,-,ENSG00000125458,NT5C,protein_coding,chromosome,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]",ENSG00000125458.7,-0.09945476501684114,3.397725907970203,0,0.9999999765030473,1,FALSE
MRE11,11,94415578,94493908,78331,-,ENSG00000020922,MRE11,protein_coding,chromosome,"MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]",ENSG00000020922.12,-0.39197820360597113,4.839588862548363,0,0.9999999765842957,1,FALSE
CCNC,6,99542387,99568825,26439,-,ENSG00000112237,CCNC,protein_coding,chromosome,cyclin C [Source:HGNC Symbol;Acc:HGNC:1581],ENSG00000112237.13,-0.14878132812699896,5.123296050466759,0,0.9999999767295734,1,FALSE
TBX6,16,30085793,30091887,6095,-,ENSG00000149922,TBX6,protein_coding,chromosome,T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605],ENSG00000149922.10,0.038615683215424024,-0.22992745219796026,0,0.9999999768591884,1,FALSE
BCAT2,19,48795062,48811029,15968,-,ENSG00000105552,BCAT2,protein_coding,chromosome,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],ENSG00000105552.15,-0.12397722259027644,3.125643176756078,0,0.9999999768646549,1,FALSE
CCDC186,10,114120862,114174232,53371,-,ENSG00000165813,CCDC186,protein_coding,chromosome,coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349],ENSG00000165813.20,0.1317867254496612,5.758623947602562,0,0.9999999770093624,1,FALSE
ST8SIA4,5,100806933,100903282,96350,-,ENSG00000113532,ST8SIA4,protein_coding,chromosome,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]",ENSG00000113532.13,0.15299310790526022,7.307411524293497,0,0.9999999772350355,1,FALSE
OTUD7B,1,149937812,150010726,72915,-,ENSG00000264522,OTUD7B,protein_coding,chromosome,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683],ENSG00000264522.6,-0.09274191084321526,2.830903617171868,0,0.999999977381265,1,FALSE
GOLPH3L,1,150646230,150697154,50925,-,ENSG00000143457,GOLPH3L,protein_coding,chromosome,golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882],ENSG00000143457.11,-0.12082221653057612,4.4263370670753295,0,0.9999999774870983,1,FALSE
PARP8,5,50665899,50846519,180621,+,ENSG00000151883,PARP8,protein_coding,chromosome,poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124],ENSG00000151883.18,0.016854988081826505,7.721261796422002,0,0.999999977487575,1,FALSE
MBP,18,76978827,77133683,154857,-,ENSG00000197971,MBP,protein_coding,chromosome,myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925],ENSG00000197971.16,-0.1616171054103024,8.324696345315763,0,0.9999999775378419,1,FALSE
CDK8,13,26254104,26405238,151135,+,ENSG00000132964,CDK8,protein_coding,chromosome,cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779],ENSG00000132964.12,-0.315101310908688,3.551366226107801,0,0.9999999777580986,1,FALSE
BCS1L,2,218658764,218663443,4680,+,ENSG00000074582,BCS1L,protein_coding,chromosome,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]",ENSG00000074582.14,-0.30230667503252207,3.064018187064667,0,0.9999999778109155,1,FALSE
NKAPP1,X,120120953,120245267,124315,-,ENSG00000233382,NKAPP1,transcribed_processed_pseudogene,chromosome,NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706],ENSG00000233382.7,0.06769168141527282,1.356714673931756,0,0.9999999779151647,1,FALSE
BRF1,14,105209286,105315589,106304,-,ENSG00000185024,BRF1,protein_coding,chromosome,BRF1 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:11551],ENSG00000185024.17,-0.29944041506995633,3.8553717503836724,0,0.9999999779644743,1,FALSE
SCAPER,15,76347904,76905444,557541,-,ENSG00000140386,SCAPER,protein_coding,chromosome,S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081],ENSG00000140386.13,-0.17908442214797748,3.8181733646782567,0,0.9999999780601208,1,FALSE
TOMM22,22,38681957,38685421,3465,+,ENSG00000100216,TOMM22,protein_coding,chromosome,translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002],ENSG00000100216.6,-0.2938704729797932,5.256467806858617,0,0.9999999780846583,1,FALSE
RPAIN,17,5419641,5432876,13236,+,ENSG00000129197,RPAIN,protein_coding,chromosome,RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641],ENSG00000129197.14,-0.5151039465303482,4.1498532554732686,0,0.9999999781017337,1,FALSE
GEMIN7,19,45079195,45091518,12324,+,ENSG00000142252,GEMIN7,protein_coding,chromosome,gem nuclear organelle associated protein 7 [Source:HGNC Symbol;Acc:HGNC:20045],ENSG00000142252.11,0.2704849783584855,3.331707320492486,0,0.9999999781121733,1,FALSE
ECHDC1,6,127288712,127343609,54898,-,ENSG00000093144,ECHDC1,protein_coding,chromosome,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489],ENSG00000093144.19,-0.30670636364818105,5.710407677904743,0,0.999999978254685,1,FALSE
PGP,16,2211593,2214840,3248,-,ENSG00000184207,PGP,protein_coding,chromosome,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909],ENSG00000184207.9,-0.13019952913038146,3.3753118261651567,0,0.9999999783193884,1,FALSE
C1orf216,1,35713877,35718894,5018,-,ENSG00000142686,C1orf216,protein_coding,chromosome,chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800],ENSG00000142686.8,-0.11136155599835096,3.3252492500665722,0,0.999999978343139,1,FALSE
TIMM17B,X,48893447,48898143,4697,-,ENSG00000126768,TIMM17B,protein_coding,chromosome,translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310],ENSG00000126768.12,0.20123796540152927,4.439426021558496,0,0.9999999784673188,1,FALSE
EPRS1,1,219968600,220046530,77931,-,ENSG00000136628,EPRS1,protein_coding,chromosome,glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418],ENSG00000136628.18,0.015318235046930972,6.756987259657385,0,0.9999999786298754,1,FALSE
PREP,6,105273220,105454062,180843,-,ENSG00000085377,PREP,protein_coding,chromosome,prolyl endopeptidase [Source:HGNC Symbol;Acc:HGNC:9358],ENSG00000085377.14,-0.31091759769763616,5.248174258416431,0,0.999999978756986,1,FALSE
NOM1,7,156949712,156973176,23465,+,ENSG00000146909,NOM1,protein_coding,chromosome,nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244],ENSG00000146909.8,-0.25262565614289123,4.043966071923899,0,0.9999999787848051,1,FALSE
FOXN2,2,48314637,48379295,64659,+,ENSG00000170802,FOXN2,protein_coding,chromosome,forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281],ENSG00000170802.16,0.14403535209175367,6.431971419186882,0,0.9999999788119845,1,FALSE
PGBD2,1,248906196,248919946,13751,+,ENSG00000185220,PGBD2,protein_coding,chromosome,piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399],ENSG00000185220.12,-0.4366073054079074,3.1931084582645597,0,0.9999999790449297,1,FALSE
SNRPE,1,203861599,203871152,9554,+,ENSG00000182004,SNRPE,protein_coding,chromosome,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161],ENSG00000182004.13,-0.26657172323137335,4.324657357023355,0,0.9999999791246715,1,FALSE
NDUFB11,X,47142216,47145504,3289,-,ENSG00000147123,NDUFB11,protein_coding,chromosome,NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372],ENSG00000147123.10,-0.10879412992620274,4.894082978329298,0,0.9999999791354965,1,FALSE
POLR2E,19,1086574,1095380,8807,-,ENSG00000099817,POLR2E,protein_coding,chromosome,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192],ENSG00000099817.12,0.20320675718727088,6.108040638433559,0,0.9999999792427187,1,FALSE
BCLAF1,6,136256627,136289851,33225,-,ENSG00000029363,BCLAF1,protein_coding,chromosome,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863],ENSG00000029363.17,-0.3530977011509444,7.370667229121823,0,0.9999999793275924,1,FALSE
NOP2,12,6556863,6568691,11829,-,ENSG00000111641,NOP2,protein_coding,chromosome,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867],ENSG00000111641.11,-0.25101535391220775,5.201955967114677,0,0.9999999793362353,1,FALSE
ATP5MG,11,118401606,118431496,29891,+,ENSG00000167283,ATP5MG,protein_coding,chromosome,ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247],ENSG00000167283.8,-0.3069912317304633,6.4092971386067346,0,0.9999999795430438,1,FALSE
SLC23A2,20,4852356,5010293,157938,-,ENSG00000089057,SLC23A2,protein_coding,chromosome,solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973],ENSG00000089057.15,-0.2708147493095652,5.2461753183010895,0,0.9999999795681286,1,FALSE
RBX1,22,40951347,40973309,21963,+,ENSG00000100387,RBX1,protein_coding,chromosome,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928],ENSG00000100387.9,-0.16543890417033147,5.093295945353068,0,0.99999997960113,1,FALSE
BRWD1,21,39184176,39321559,137384,-,ENSG00000185658,BRWD1,protein_coding,chromosome,bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760],ENSG00000185658.13,-0.34119626333674624,5.931737267754909,0,0.9999999797902985,1,FALSE
OPA1,3,193593144,193697811,104668,+,ENSG00000198836,OPA1,protein_coding,chromosome,OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140],ENSG00000198836.10,0.13435153603948446,5.269733120509074,0,0.9999999798423375,1,FALSE
TOMM40L,1,161225939,161230746,4808,+,ENSG00000158882,TOMM40L,protein_coding,chromosome,translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756],ENSG00000158882.15,0.3897408011615937,3.865449810948439,0,0.9999999799517703,1,FALSE
